Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 73;51.8123;55.1777;10;5;161;167
Customer 74;51.8099;55.1707;20;10;164;172
Customer 75;52.7728;52.2456;10;5;167;172
Customer 76;51.4054;57.5821;60;30;168;190
Customer 77;52.7928;52.2686;10;5;168;174
Customer 78;50.7534;59.5352;10;5;169;174
Customer 79;51.9981;55.3208;10;5;169;175
Customer 80;51.2226;58.4907;10;5;173;178
Customer 81;51.2542;58.4842;10;5;174;179
Customer 82;52.7752;52.2493;10;5;176;182
Customer 83;51.7847;55.1151;10;5;177;182
Customer 84;51.8722;54.2096;10;5;177;182
Customer 85;51.5301;53.3766;10;5;180;185
Customer 86;51.1923;58.6217;10;5;181;186
Customer 87;51.205;58.4612;20;10;182;190
Customer 88;51.2242;58.504;20;10;183;191
Customer 89;51.7845;55.0775;10;5;183;189
Customer 90;52.7729;52.2456;10;5;187;192
Customer 91;52.7728;52.2456;20;10;191;200
Customer 92;51.2031;58.31;10;5;192;197
Customer 93;51.8093;55.1703;10;5;192;198
Customer 94;51.2342;58.6376;10;5;193;198
Customer 95;51.1582;54.9767;20;10;193;202
Customer 96;51.5289;53.3726;10;5;195;201
Customer 97;51.4587;58.4353;10;5;198;204
Customer 98;51.9981;55.3208;10;5;199;204
Customer 99;51.0361;59.8688;10;5;202;208
Customer 100;51.8698;58.2293;10;5;202;207
Customer 101;51.254;58.4841;10;5;207;213
Customer 102;51.254;58.4841;10;5;212;218
Customer 103;51.8291;55.1425;10;5;213;218
Customer 104;52.5407;52.8208;10;5;215;221
Customer 105;51.7632;55.073;20;10;217;226
Customer 106;51.8378;55.1419;40;20;224;237
Customer 107;51.4586;58.4434;10;5;224;230
Customer 108;51.0347;59.8758;20;10;225;234
Customer 109;51.254;58.4843;10;5;225;231
Customer 110;51.2332;58.4725;20;10;228;236
Customer 111;52.7904;52.2649;10;5;235;240
Customer 112;51.2539;58.4842;10;5;238;243
Customer 113;52.5299;52.741;10;5;239;244
Customer 114;51.2542;58.4845;20;10;243;251
Customer 115;51.8582;58.4354;20;10;248;256
Customer 116;51.7797;56.3577;20;10;249;258
Customer 117;50.998;55.6145;10;5;249;255
Customer 118;51.1923;58.6217;10;5;250;256
Customer 119;51.2559;58.4315;10;5;250;256
Customer 120;51.2603;58.4567;10;5;252;257
Customer 121;51.8101;55.1711;20;10;252;261
Customer 122;51.8036;55.1418;10;5;252;257
Customer 123;51.254;58.4842;20;10;254;262
Customer 124;51.8545;55.1262;10;5;258;264
Customer 125;51.8547;55.1263;20;10;259;268
Customer 126;51.2247;58.4846;10;5;262;268
Customer 127;51.9842;55.335;10;5;265;271
Customer 128;51.8584;58.4353;20;10;266;275
Customer 129;52.7766;52.2505;10;5;270;276
Customer 130;51.7961;55.0415;10;5;272;278
Customer 131;51.8776;54.19;20;10;276;284
Customer 132;52.7928;52.2423;40;20;281;294
Customer 133;51.3823;58.9627;40;20;284;300
Customer 134;52.7638;52.2631;40;20;290;304
Customer 135;53.6512;52.4418;40;20;290;305
Customer 136;52.7884;52.258;10;5;296;301
Customer 137;51.2294;58.6203;10;5;302;308
Customer 138;51.4586;58.4434;10;5;303;309
Customer 139;51.8764;54.1805;10;5;303;308
Customer 140;51.2553;58.4539;10;5;307;312
Customer 141;51.7753;55.1215;10;5;308;314
Customer 142;51.8478;55.1402;10;5;308;313
Customer 143;51.0396;59.8775;10;5;308;314
Customer 144;51.2118;58.6604;20;10;310;318
Customer 145;51.0313;59.8708;20;10;310;319
Customer 146;51.255;58.4539;10;5;310;316
Customer 147;52.7699;52.2418;10;5;317;322
Customer 148;52.7765;52.2508;10;5;320;326
Customer 149;52.7701;52.2417;10;5;320;326
Customer 150;51.2286;58.4822;10;5;320;325
Customer 151;51.763;55.0892;10;5;320;326
Customer 152;51.7623;55.1166;10;5;320;325
Customer 153;51.7689;55.1061;10;5;320;325
Customer 154;51.8063;55.1706;10;5;320;326
