Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 50;52.7701;52.2417;10;5;92;97
Customer 51;52.7675;52.2865;20;10;95;103
Customer 52;51.1997;58.3103;20;10;98;106
Customer 53;51.5235;53.3744;10;5;99;105
Customer 54;52.7699;52.2418;10;5;100;106
Customer 55;50.7574;59.5331;10;5;109;114
Customer 56;52.4092;53.1622;10;5;114;119
Customer 57;51.8776;54.19;20;10;114;123
Customer 58;51.2465;58.4326;10;5;115;121
Customer 59;52.7677;52.2747;20;10;124;132
Customer 60;52.7701;52.2417;10;5;125;130
Customer 61;52.7771;52.2698;10;5;126;132
Customer 62;51.2192;58.3004;10;5;126;132
Customer 63;52.7946;52.2345;60;30;136;154
Customer 64;52.4421;53.1376;10;5;137;143
Customer 65;51.7741;55.0788;10;5;138;144
Customer 66;51.7981;55.0491;40;20;139;153
Customer 67;51.2336;58.637;10;5;139;145
Customer 68;51.7763;55.1398;10;5;140;146
Customer 69;51.7762;55.14;10;5;143;149
Customer 70;52.7767;52.2509;10;5;143;149
Customer 71;51.2665;58.513;10;5;145;150
Customer 72;51.8565;54.9822;10;5;145;151
Customer 73;51.7981;55.0934;40;20;146;159
Customer 74;51.77;55.1044;10;5;151;157
Customer 75;51.2541;58.4841;20;10;157;165
Customer 76;51.8343;55.1302;10;5;161;167
Customer 77;52.7884;52.258;10;5;162;168
Customer 78;51.2262;58.5057;20;10;164;172
Customer 79;51.2286;58.4872;10;5;166;172
Customer 80;51.248;58.4549;10;5;168;174
Customer 81;51.2244;58.494;10;5;168;174
Customer 82;51.2458;58.4617;20;10;169;178
Customer 83;51.2181;58.4903;10;5;169;175
Customer 84;51.2109;58.3061;10;5;177;182
Customer 85;51.7601;55.1093;10;5;177;182
Customer 86;51.611;53.9102;10;5;178;183
Customer 87;51.8173;55.1732;10;5;180;185
Customer 88;52.0894;53.6452;10;5;181;186
Customer 89;53.6139;52.4135;10;5;182;187
Customer 90;53.6156;52.4055;40;20;183;197
Customer 91;51.1905;58.2929;20;10;183;192
Customer 92;51.7907;55.1243;10;5;192;197
Customer 93;51.794;55.14;10;5;192;198
Customer 94;51.2128;58.6006;20;10;193;202
Customer 95;51.2208;58.6791;10;5;194;200
Customer 96;51.2229;58.4927;20;10;195;204
Customer 97;52.7883;52.2605;10;5;198;204
Customer 98;51.7843;55.1528;10;5;199;204
Customer 99;51.7845;55.0775;10;5;202;208
Customer 100;51.8018;55.083;20;10;202;210
Customer 101;52.7766;52.2505;10;5;202;208
Customer 102;52.7928;52.2423;40;20;207;223
Customer 103;51.7797;56.3576;20;10;213;221
Customer 104;51.0396;59.8775;10;5;213;219
Customer 105;51.2214;58.4827;10;5;215;221
Customer 106;51.2114;58.6555;10;5;216;221
Customer 107;51.7692;55.1044;20;10;217;226
Customer 108;51.2449;58.434;10;5;217;223
Customer 109;52.7957;52.2392;10;5;218;223
Customer 110;51.8584;58.4353;20;10;224;232
Customer 111;51.4878;57.3779;10;5;224;230
Customer 112;51.7622;55.1072;10;5;225;231
Customer 113;53.6512;52.4418;40;20;228;242
Customer 114;51.2536;58.4406;10;5;228;234
Customer 115;51.1553;54.9986;20;10;231;239
Customer 116;52.7466;52.264;10;5;235;241
Customer 117;51.5239;53.4132;10;5;236;241
Customer 118;52.4327;53.1556;20;10;248;256
Customer 119;51.2539;58.4841;10;5;249;255
Customer 120;51.7755;55.1218;10;5;249;255
Customer 121;53.6581;52.4386;10;5;250;256
Customer 122;51.7699;55.1054;10;5;250;256
Customer 123;52.788;52.2601;10;5;252;257
Customer 124;51.254;58.4843;10;5;252;258
Customer 125;51.7837;55.0923;10;5;252;257
Customer 126;51.2534;58.4403;10;5;254;259
Customer 127;51.987;55.325;20;10;258;267
Customer 128;51.2541;58.4842;10;5;259;265
Customer 129;52.7859;52.2601;40;20;262;277
Customer 130;51.0359;59.8703;20;10;265;274
Customer 131;51.5364;54.9908;20;10;265;273
Customer 132;52.7701;52.2417;10;5;266;272
Customer 133;52.7466;52.2636;10;5;268;274
Customer 134;52.7915;52.2677;10;5;270;276
Customer 135;51.0351;59.8769;10;5;270;276
Customer 136;51.2501;58.4567;10;5;272;278
Customer 137;51.2439;58.4358;10;5;273;279
Customer 138;51.0313;59.8708;20;10;276;284
Customer 139;51.7708;55.3712;10;5;289;295
Customer 140;52.7702;52.2415;40;20;290;303
Customer 141;52.0897;53.6453;10;5;292;297
Customer 142;51.2203;58.4757;10;5;296;301
Customer 143;51.1906;58.2793;10;5;303;309
Customer 144;51.7941;55.1397;10;5;303;308
Customer 145;50.7557;59.5216;20;10;308;317
Customer 146;51.1959;58.3185;20;10;308;316
Customer 147;51.1923;58.6217;10;5;308;314
Customer 148;51.2196;58.6248;10;5;308;314
Customer 149;52.7461;52.2644;10;5;310;316
Customer 150;51.257;58.604;20;10;310;319
Customer 151;51.713;55.2174;10;5;320;325
Customer 152;51.836;55.1595;10;5;320;325
Customer 153;51.7696;55.1043;10;5;320;326
Customer 154;51.7715;55.108;10;5;320;325
Customer 155;51.8036;55.1418;10;5;320;326
