Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 61;52.7728;52.2457;20;10;104;112
Customer 62;51.2542;58.4845;20;10;105;113
Customer 63;51.1906;58.2793;10;5;106;111
Customer 64;51.8776;54.19;20;10;107;116
Customer 65;51.7961;55.0415;10;5;113;118
Customer 66;52.847;53.4867;20;10;113;121
Customer 67;51.7803;56.357;10;5;118;124
Customer 68;52.5206;52.7678;10;5;121;126
Customer 69;51.2541;58.4842;10;5;123;128
Customer 70;52.7701;52.2417;20;10;124;132
Customer 71;51.033;59.8779;10;5;134;139
Customer 72;51.7093;55.115;20;10;135;144
Customer 73;51.763;55.0893;10;5;135;140
Customer 74;51.795;56.3521;40;20;137;151
Customer 75;51.7675;55.1384;10;5;138;144
Customer 76;51.7843;55.1528;10;5;143;148
Customer 77;51.7848;55.1536;10;5;146;151
Customer 78;51.2109;58.3061;10;5;155;160
Customer 79;51.7758;55.0952;20;10;155;163
Customer 80;51.1703;54.9852;10;5;155;160
Customer 81;52.5277;52.7403;10;5;157;162
Customer 82;51.7797;56.3577;20;10;158;166
Customer 83;51.0313;59.8708;20;10;159;168
Customer 84;51.8478;55.1402;10;5;159;165
Customer 85;51.7188;55.0935;10;5;160;165
Customer 86;51.8764;54.1805;10;5;163;169
Customer 87;52.0888;53.6454;10;5;165;170
Customer 88;52.8519;53.4867;10;5;165;171
Customer 89;51.8078;55.1067;10;5;170;175
Customer 90;51.2542;58.484;10;5;171;177
Customer 91;51.1583;54.9983;10;5;173;179
Customer 92;51.2249;58.4839;10;5;179;184
Customer 93;51.7883;55.07;10;5;181;187
Customer 94;51.254;58.4841;10;5;182;188
Customer 95;51.806;55.143;10;5;187;192
Customer 96;51.7213;55.114;20;10;189;197
Customer 97;51.1996;58.3169;40;20;193;206
Customer 98;51.4586;58.4434;10;5;193;199
Customer 99;51.5964;54.1608;20;10;198;206
Customer 100;51.2203;58.4757;10;5;200;206
Customer 101;51.2195;58.6249;10;5;205;210
Customer 102;51.2534;58.4403;10;5;209;214
Customer 103;51.4637;58.4403;10;5;210;216
Customer 104;53.6577;52.4384;10;5;210;215
Customer 105;51.8774;54.1908;10;5;211;216
Customer 106;51.8123;55.1777;10;5;214;220
Customer 107;51.254;58.4841;10;5;215;220
Customer 108;51.1905;58.2919;20;10;218;226
Customer 109;51.8549;55.1262;20;10;220;228
Customer 110;51.2632;58.4518;10;5;223;229
Customer 111;52.0894;53.6452;10;5;224;230
Customer 112;51.4055;57.5815;10;5;241;247
Customer 113;52.7834;52.2654;10;5;253;258
Customer 114;51.2297;58.4774;10;5;254;259
Customer 115;51.2403;58.4652;10;5;260;266
Customer 116;51.7741;55.0788;10;5;260;265
Customer 117;51.2126;58.6553;10;5;261;267
Customer 118;51.257;58.604;20;10;262;271
Customer 119;50.9003;59.7917;20;10;263;272
Customer 120;51.2332;58.4725;20;10;264;272
Customer 121;52.7727;52.2468;20;10;270;279
Customer 122;51.1944;58.6175;60;30;270;289
Customer 123;51.863;54.1907;10;5;275;280
Customer 124;51.2239;58.4946;10;5;276;281
Customer 125;52.4052;53.1737;10;5;280;286
Customer 126;51.0362;59.8732;20;10;285;294
Customer 127;51.2916;58.4174;10;5;285;291
Customer 128;52.0894;53.6452;10;5;287;293
Customer 129;52.7466;52.2637;40;20;290;304
Customer 130;51.8379;55.1417;40;20;290;303
Customer 131;51.2366;58.4755;20;10;290;298
Customer 132;51.2135;58.6109;10;5;292;297
Customer 133;51.7708;55.3712;10;5;297;303
Customer 134;51.5934;54.1658;10;5;298;303
Customer 135;51.2449;58.4326;10;5;301;306
Customer 136;51.7692;55.1044;20;10;301;309
Customer 137;51.8546;55.1263;20;10;302;310
Customer 138;51.9849;55.3322;10;5;303;308
Customer 139;51.7941;55.1397;10;5;304;310
Customer 140;51.2541;58.4842;10;5;305;310
Customer 141;51.4821;57.3763;10;5;310;316
Customer 142;51.2458;58.4617;20;10;310;319
Customer 143;51.0326;59.8781;10;5;311;317
Customer 144;51.4586;58.4434;10;5;316;321
Customer 145;51.7712;55.1036;10;5;319;324
Customer 146;51.2574;58.4335;10;5;320;325
Customer 147;51.2092;58.5615;10;5;320;325
Customer 148;51.7748;55.1494;10;5;320;325
Customer 149;52.09;53.6482;10;5;320;326
Customer 150;51.8291;55.1425;10;5;320;326
