Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 132;50.7557;59.5216;20;10;272;280
Customer 133;51.7797;56.3563;40;20;275;291
Customer 134;51.2461;58.4609;10;5;277;282
Customer 135;51.2097;58.3067;20;10;278;287
Customer 136;51.254;58.4843;10;5;284;290
Customer 137;51.2439;58.4358;10;5;287;293
Customer 138;51.7765;55.1093;10;5;289;294
Customer 139;52.7928;52.2423;40;20;290;306
Customer 140;51.2111;58.6597;40;20;290;304
Customer 141;51.2534;58.4403;10;5;291;297
Customer 142;51.2294;58.6203;10;5;294;299
Customer 143;51.1959;58.3191;20;10;295;303
Customer 144;51.2553;58.4539;10;5;295;300
Customer 145;52.5088;52.8171;10;5;298;303
Customer 146;52.7752;52.2493;10;5;299;305
Customer 147;51.4586;58.4434;10;5;301;307
Customer 148;52.7622;52.2723;10;5;304;309
Customer 149;51.987;55.325;20;10;308;317
Customer 150;52.5277;52.7403;10;5;309;315
Customer 151;51.1905;58.2929;20;10;310;319
Customer 152;51.2429;58.4669;20;10;310;319
Customer 153;51.2242;58.504;20;10;310;318
Customer 154;51.5964;54.1608;20;10;310;319
Customer 155;51.4592;58.4445;20;10;310;319
Customer 156;52.7465;52.2641;10;5;317;323
Customer 157;52.5412;52.8228;10;5;320;326
Customer 158;51.9849;55.3322;10;5;320;326
Customer 159;51.2269;58.4759;10;5;320;325
Customer 160;51.8166;55.0885;10;5;320;326
Customer 161;52.0712;53.6528;10;5;320;325
