Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 142;51.2294;58.6203;10;5;294;304
Customer 143;51.1959;58.3191;20;10;295;311
Customer 144;51.2553;58.4539;10;5;295;305
Customer 145;52.5088;52.8171;10;5;298;308
Customer 146;52.7752;52.2493;10;5;299;310
Customer 147;51.4586;58.4434;10;5;301;312
Customer 148;52.7622;52.2723;10;5;304;314
Customer 149;51.987;55.325;20;10;308;326
Customer 150;52.5277;52.7403;10;5;309;320
Customer 151;51.1905;58.2929;20;10;310;328
Customer 152;51.2429;58.4669;20;10;310;328
Customer 153;51.2242;58.504;20;10;310;326
Customer 154;51.5964;54.1608;20;10;310;328
Customer 155;51.4592;58.4445;20;10;310;327
Customer 156;52.7465;52.2641;10;5;317;328
Customer 157;52.5412;52.8228;10;5;320;331
Customer 158;51.9849;55.3322;10;5;320;331
Customer 159;51.2269;58.4759;10;5;320;330
Customer 160;51.8166;55.0885;10;5;320;331
Customer 161;52.0712;53.6528;10;5;320;330
