Name;Latitude;Longitude;Service Time;Boreholes Number;Earliest;Latest
Customer 41;52.7679;52.2737;40;20;98;125
Customer 42;51.8173;55.1732;10;5;99;110
Customer 43;51.0786;55.4702;10;5;107;117
Customer 44;51.254;58.4843;10;5;109;119
Customer 45;51.2109;58.3061;10;5;114;125
Customer 46;53.6581;52.4386;10;5;126;137
Customer 47;51.2116;58.6598;10;5;135;145
Customer 48;51.7588;55.103;10;5;138;149
Customer 49;51.8123;55.1777;10;5;138;148
Customer 50;51.1924;58.6214;10;5;139;149
Customer 51;51.4105;57.4902;10;5;139;150
Customer 52;51.2425;58.4743;20;10;140;158
Customer 53;51.0357;59.8731;10;5;143;154
Customer 54;51.7642;55.0748;10;5;143;154
Customer 55;51.2115;58.6096;10;5;144;155
Customer 56;51.2097;58.3067;20;10;145;163
Customer 57;51.2072;58.5599;10;5;146;156
Customer 58;51.206;58.612;10;5;151;162
Customer 59;50.9973;55.6144;10;5;153;164
Customer 60;52.5407;52.8208;10;5;157;167
Customer 61;51.2542;58.4842;10;5;161;172
Customer 62;51.2114;58.6555;10;5;161;171
Customer 63;51.8343;55.1302;10;5;162;173
Customer 64;51.2542;58.4842;10;5;164;174
Customer 65;51.7837;55.0923;10;5;166;177
Customer 66;51.8722;54.2096;10;5;166;177
Customer 67;51.2338;58.5342;40;20;168;197
Customer 68;51.4586;58.4434;10;5;169;180
Customer 69;51.5964;54.1608;20;10;169;187
Customer 70;51.2539;58.4836;40;20;177;202
Customer 71;51.2916;58.4174;10;5;177;187
Customer 72;51.7853;55.1561;20;10;178;193
Customer 73;51.2088;58.5607;20;10;178;196
Customer 74;51.4771;57.3492;20;10;180;196
Customer 75;51.9654;58.16;10;5;181;191
Customer 76;52.074;53.6586;10;5;182;192
Customer 77;53.6521;52.4365;10;5;183;194
Customer 78;51.2221;58.491;10;5;184;194
Customer 79;51.0346;59.8783;10;5;192;202
Customer 80;51.2227;58.4897;20;10;192;210
Customer 81;52.7727;52.2468;20;10;193;210
Customer 82;51.7762;55.14;10;5;194;205
Customer 83;52.4035;53.168;10;5;195;206
Customer 84;51.713;55.2174;10;5;198;209
Customer 85;51.0362;59.8732;20;10;199;214
Customer 86;51.2135;58.6109;10;5;202;213
Customer 87;51.2463;58.4628;10;5;202;212
Customer 88;51.6396;54.3809;10;5;202;213
Customer 89;51.2628;58.4516;10;5;213;223
Customer 90;51.9842;55.335;10;5;213;224
Customer 91;51.2541;58.4842;10;5;215;226
Customer 92;52.7466;52.264;10;5;216;226
Customer 93;51.1959;58.3191;20;10;217;235
Customer 94;51.7797;56.3563;40;20;217;248
Customer 95;51.1539;55.0004;10;5;218;228
Customer 96;52.4042;53.1634;10;5;224;234
Customer 97;51.4587;58.4352;40;20;224;253
Customer 98;51.2569;58.605;20;10;225;242
Customer 99;51.7196;55.1808;10;5;227;238
Customer 100;51.8362;55.1532;10;5;228;239
Customer 101;51.157;54.9864;10;5;231;241
Customer 102;51.1583;54.9983;10;5;235;246
Customer 103;51.9981;55.3208;10;5;236;246
Customer 104;51.2286;58.4872;10;5;246;256
Customer 105;52.7768;52.2529;20;10;249;267
Customer 106;51.2239;58.4946;10;5;249;260
Customer 107;51.2203;58.4757;10;5;250;261
Customer 108;51.7178;55.1092;10;5;251;261
Customer 109;51.2209;58.6791;10;5;252;263
Customer 110;51.2183;58.4737;10;5;252;262
Customer 111;51.2541;58.441;10;5;258;269
Customer 112;52.7977;52.2375;10;5;259;270
Customer 113;52.7697;52.2418;20;10;265;282
Customer 114;51.7767;56.3776;10;5;265;275
Customer 115;51.482;57.3762;10;5;268;279
Customer 116;51.4769;57.3506;10;5;270;281
Customer 117;51.8086;55.0935;10;5;270;281
Customer 118;51.8764;54.1805;10;5;270;281
Customer 119;51.4586;58.4434;10;5;273;284
Customer 120;51.0326;59.8781;10;5;274;284
Customer 121;52.7834;52.2654;10;5;276;286
Customer 122;51.1917;58.2926;10;5;278;289
Customer 123;51.0351;59.8769;10;5;285;296
Customer 124;51.2241;58.4941;10;5;286;297
Customer 125;51.4685;58.4568;10;5;289;300
Customer 126;52.7727;52.2465;10;5;292;302
Customer 127;51.254;58.4843;10;5;292;303
Customer 128;51.2539;58.4842;10;5;296;306
Customer 129;51.2541;58.441;10;5;299;309
Customer 130;51.1917;58.2927;10;5;303;314
Customer 131;51.2086;58.6142;10;5;303;313
Customer 132;52.4035;53.1677;10;5;306;317
Customer 133;51.0359;59.8703;20;10;308;326
Customer 134;51.1998;58.571;10;5;308;319
Customer 135;50.7643;59.5504;10;5;320;330
Customer 136;51.2092;58.5615;10;5;320;330
Customer 137;51.4885;57.3771;10;5;320;331
Customer 138;51.7712;55.1036;10;5;320;330
Customer 139;51.0359;59.8698;10;5;320;331
